ID,Posted at,Screen name,Text
547609399767093248,2014-12-24 04:27:09 +0000,bomberos,MATERIALES PELIGROSOS (INCIDENTE) Calle San Miguel M37-2
547606136711835648,2014-12-24 04:14:11 +0000,bomberos,EMERGENCIA MEDICA Jr. Francisco Miranda 165 San Martin De Porres AMB-8
547605881018671104,2014-12-24 04:13:10 +0000,bomberos,EMERGENCIA MEDICA Jr. Jorge Chavez 381 Brea AMB-2
547602352052518914,2014-12-24 03:59:09 +0000,bomberos,EMERGENCIA MEDICA Jr. Joaquin Capelo 2356 Lima AMB-65
547602097940992000,2014-12-24 03:58:08 +0000,bomberos,EMERGENCIA MEDICA Cl. Joaquin Bernal Cruce Con Cl. Tomas Guzman San Juan De Miraflores AMB-160
547601844609228801,2014-12-24 03:57:08 +0000,bomberos,EMERGENCIA MEDICA Hospital Santa Rosa Pueblo Libre AMB-14
547600077435719680,2014-12-24 03:50:07 +0000,bomberos,"INCENDIO Comercial Centro Comercial Jockey Plaza Santiago De Surco M11-1,MATPEL-4,AMB-8,RES-11"
547598824005722112,2014-12-24 03:45:08 +0000,bomberos,EMERGENCIA MEDICA Jr. Domingo Ponte 860 Magdalena Del Mar AMB-14
547598073795731459,2014-12-24 03:42:09 +0000,bomberos,"MATERIALES PELIGROSOS (INCIDENTE) Av. Alejandro Velasco Astete Oeste 147 San Borja M127-1,AMB-11"
547597832300294145,2014-12-24 03:41:11 +0000,bomberos,"MATERIALES PELIGROSOS (INCIDENTE) Cl. Las Perdices 451 Santa Anita M138-4,AMB-169"
547595297166462976,2014-12-24 03:31:07 +0000,bomberos,"ACCIDENTE VEHICULAR Av. Paseo De La Republica 800 La Victoria M10-1,SAMU-10,RES-10"
547595064093184000,2014-12-24 03:30:11 +0000,bomberos,ACCIDENTE VEHICULAR Av. Mejico Cruce Con Via Expresa Con Direcc A Lima La Victoria
547594795880042496,2014-12-24 03:29:07 +0000,bomberos,EMERGENCIA MEDICA Cl. Tomas Guzman 754 San Juan De Miraflores AMB-106
547589517931470848,2014-12-24 03:08:09 +0000,bomberos,EMERGENCIA MEDICA Jr. Tres Marias Mz A 3 Lt 12 300 Chorrillos AMB-6
547588755763499008,2014-12-24 03:05:07 +0000,bomberos,EMERGENCIA MEDICA Av. Canada 100 La Victoria AMB-8
547587246942347264,2014-12-24 02:59:08 +0000,bomberos,EMERGENCIA MEDICA Av. Oscar R. Benavides (colonial) 2866 Bellavista
547586498393300992,2014-12-24 02:56:09 +0000,bomberos,"MATERIALES PELIGROSOS (INCIDENTE) Av. Oscar Valdez (mariscal Jose La Mar) 1350 Miraflores AMB-28,RES-100"
547585990177861632,2014-12-24 02:54:08 +0000,bomberos,EMERGENCIA MEDICA Av. Angelica Gamarra Mz L Tl 21 1400 AMB-60
547585227489828864,2014-12-24 02:51:06 +0000,bomberos,EMERGENCIA MEDICA Carreteras - Panamericanas Carretera Central 9 Ate AMB-169
547583733822656513,2014-12-24 02:45:10 +0000,bomberos,EMERGENCIA MEDICA Av. Universitaria Norte Cruce Con Av. Naranjal Los Olivos Los Olivos AMB-124
547582216440930304,2014-12-24 02:39:08 +0000,bomberos,RESCATE Av. Alfonso Ugarte Cdra 2 Huaral RES-44
547580720928264192,2014-12-24 02:33:12 +0000,bomberos,EMERGENCIA MEDICA Rimac N 21 Rimac AMB-4
547580720513044481,2014-12-24 02:33:11 +0000,bomberos,EMERGENCIA MEDICA Ah. Santo Domingo La Polvora Maz L Lote 1 La Victoria SAMU-4
547580207138615299,2014-12-24 02:31:09 +0000,bomberos,EMERGENCIA MEDICA Av. Manco Capac Cruce Con Jr. Antonio Raymondi La Victoria La Victoria AMB-14
547578440380325889,2014-12-24 02:24:08 +0000,bomberos,EMERGENCIA MEDICA Ferrocarril AMB-155
547578193688150016,2014-12-24 02:23:09 +0000,bomberos,EMERGENCIA MEDICA Cl. Los Biologos 260 La Molina SAMU-127
547576680584605697,2014-12-24 02:17:08 +0000,bomberos,EMERGENCIA MEDICA Jr. Melchor Cumpa 998 San Martin De Porres
547576425289900032,2014-12-24 02:16:07 +0000,bomberos,EMERGENCIA MEDICA Jr. Melchor Cumpa 998 San Martin De Porres AMB-65
547576424757219328,2014-12-24 02:16:07 +0000,bomberos,EMERGENCIA MEDICA Calle Los Geranios 100 Chaclacayo AMB-115
547576424052580352,2014-12-24 02:16:07 +0000,bomberos,EMERGENCIA MEDICA Jr. Maraon Cruce Con Jr. Trujillo Rimac Rimac AMB-2
547575938683527168,2014-12-24 02:14:11 +0000,bomberos,"MATERIALES PELIGROSOS (INCIDENTE) Humildad Y Paciencia La Campia Pasando Lurian Las Flores Huacho M20-1,AMB-20"
547573163207708672,2014-12-24 02:03:10 +0000,bomberos,EMERGENCIA MEDICA Calle Los Halcones 138 San Isidro AMB-28
547572410657292288,2014-12-24 02:00:10 +0000,bomberos,"ACCIDENTE VEHICULAR Av. Las Flores De Primavera (las Flores) 1000 San Juan De Lurigancho M121-3,AMB-2,M3-2"
547570646134562816,2014-12-24 01:53:10 +0000,bomberos,EMERGENCIA MEDICA Av. Panamericana Norte (alfredo Mendiola) 719 San Martin De Porres AMB-65
547570384934289409,2014-12-24 01:52:07 +0000,bomberos,EMERGENCIA MEDICA Pj. Luis Lituma 121 La Perla MED-34-2
547569389223288833,2014-12-24 01:48:10 +0000,bomberos,EMERGENCIA MEDICA Jr. Juan Crespo Y Castillo 2730 Lima
547568886133297153,2014-12-24 01:46:10 +0000,bomberos,EMERGENCIA MEDICA Alt De B75
547568376571514881,2014-12-24 01:44:08 +0000,bomberos,"ACCIDENTE VEHICULAR Av. Ariosto Matellini Cruce Con Cl. Andromeda Chorrillos Chorrillos M6-1,AMB-13,RES-6"
547566617379737602,2014-12-24 01:37:09 +0000,bomberos,EMERGENCIA MEDICA Av. Canta Callao (plan Vial) Cruce Con Pr. Alejandro Bertello Callao AMB-60
547564349074997250,2014-12-24 01:28:08 +0000,bomberos,EMERGENCIA MEDICA Centro Poblado Quetepampa/ Carretera Huaral Chancay Km 5 AMB-44
547562586938826752,2014-12-24 01:21:08 +0000,bomberos,EMERGENCIA MEDICA Ah. Flor De Amancaes Mz A Lote 37 Rimac AMB-21
547561319399165952,2014-12-24 01:16:06 +0000,bomberos,EMERGENCIA MEDICA Av. Arica Cruce Con Av. Naciones Unidas Lima Lima AMB-2
547561080789430273,2014-12-24 01:15:09 +0000,bomberos,EMERGENCIA MEDICA Altura Caseta De Serenazgo Lurigancho AMB-32
547559812582866944,2014-12-24 01:10:07 +0000,bomberos,EMERGENCIA MEDICA Jr. Combate De Iquique (tacna) 880 Santiago De Surco MED-16
547558811842916352,2014-12-24 01:06:08 +0000,bomberos,EMERGENCIA MEDICA Estacion De Angamos
547558310564855809,2014-12-24 01:04:09 +0000,bomberos,ACCIDENTE VEHICULAR Panamericana Norte Km. 214 AMB-81
547558047070322689,2014-12-24 01:03:06 +0000,bomberos,EMERGENCIA MEDICA Av. Republica Argentina 3093 Callao MED-15
547556791744471040,2014-12-24 00:58:06 +0000,bomberos,"ACCIDENTE VEHICULAR Ps. Parodi Cruce Con Av. Javier Prado Este San Isidro San Isidro M4-1,SAMU-4,RES-28"
547556541210312704,2014-12-24 00:57:07 +0000,bomberos,EMERGENCIA MEDICA Carreteras - Panamericanas Panamericana Sur 58 Pucusana AMB-129
547555781173051393,2014-12-24 00:54:05 +0000,bomberos,EMERGENCIA MEDICA Av. Franklin Roosevelt 279 Lima SAMU-4
547554534449770496,2014-12-24 00:49:08 +0000,bomberos,EMERGENCIA MEDICA Cl. San Ignacio 487 San Martin De Porres AMB-14
547553777910550530,2014-12-24 00:46:08 +0000,bomberos,EMERGENCIA MEDICA Cl. Juan M. Polar (de La Roca De Vergallo) 155 Magdalena Del Mar AMB-36
547553521911226368,2014-12-24 00:45:07 +0000,bomberos,RESCATE Jr. Martin Aranguri 463 Comas M168-3
547553276829659138,2014-12-24 00:44:08 +0000,bomberos,EMERGENCIA MEDICA Cl. Carlos Graa Elizalde 274 San Isidro AMB-28
547553023829225472,2014-12-24 00:43:08 +0000,bomberos,EMERGENCIA MEDICA Jr. Inambari 600 Lima SAMU-10
547552766290587650,2014-12-24 00:42:07 +0000,bomberos,ACCIDENTE VEHICULAR Cruce Paramonga AMB-91
547552765925662721,2014-12-24 00:42:07 +0000,bomberos,INCENDIO Av. De Los Precursores 244 San Miguel M60-1
547551765177307136,2014-12-24 00:38:08 +0000,bomberos,EMERGENCIA MEDICA Carreteras - Panamericanas Panamericana Sur 7 Santiago De Surco SAMU-120
547551764653027328,2014-12-24 00:38:08 +0000,bomberos,EMERGENCIA MEDICA Av. Coronel Samuel Alcazar Cruce Con Jr. Trujillo Rimac Rimac AMB-21
547551512827031552,2014-12-24 00:37:08 +0000,bomberos,EMERGENCIA MEDICA Cl. Quinuapata 1000 Ayacucho MED-63
547550008686690305,2014-12-24 00:31:09 +0000,bomberos,EMERGENCIA MEDICA Manchay Tres Marias La Molina
547549500014067713,2014-12-24 00:29:08 +0000,bomberos,EMERGENCIA MEDICA Av. La Molina (a Cieneguilla) 1700 La Molina AMB-96
547549250092273668,2014-12-24 00:28:08 +0000,bomberos,EMERGENCIA MEDICA Pardero Arica Panmaerica Norte Km 33 AMB-150
547548241550909441,2014-12-24 00:24:08 +0000,bomberos,EMERGENCIA MEDICA Cl. San Manuel 259 Los Olivos AMB124-2
547546482065539072,2014-12-24 00:17:08 +0000,bomberos,"ACCIDENTE VEHICULAR Av. Javier Prado Este 3300 San Borja M11-1,SAMU-127,RES-11"
547544965287796736,2014-12-24 00:11:07 +0000,bomberos,EMERGENCIA MEDICA Av. Lima (la Victoria) 800 Barranco MED-16
547540939884212226,2014-12-23 23:55:07 +0000,bomberos,EMERGENCIA MEDICA Antiguo Peru Huaral AMB-44
547537681002274816,2014-12-23 23:42:10 +0000,bomberos,"INCENDIO Av. San Juan 800 San Luis M127-1,M8-1,SAMU-138,RES-11"
547536916061900800,2014-12-23 23:39:08 +0000,bomberos,EMERGENCIA MEDICA Jr. Huanuco Cruce Con Jr. Amazonas Lima Lima SAMU-21
547534923549405184,2014-12-23 23:31:13 +0000,bomberos,"ACCIDENTE VEHICULAR Av. Cesar Vallejo (hipolito Unanue) 500 Lince M164-5,AMB-202,RES-36"
547534646746312704,2014-12-23 23:30:07 +0000,bomberos,EMERGENCIA MEDICA Huascaran Independencia SAMU-161
547533125879099392,2014-12-23 23:24:04 +0000,bomberos,EMERGENCIA MEDICA Av. Republica De Venezuela 600 Brea SAMU-10
547530880814972928,2014-12-23 23:15:09 +0000,bomberos,"INCENDIO Al. Sur 12 Chorrillos M6-1,M13-1,MED-16,RES-6"
547528363213340672,2014-12-23 23:05:09 +0000,bomberos,EMERGENCIA MEDICA Las Fresas Mz. V Lt. 10 AMB-150
547526344972972034,2014-12-23 22:57:07 +0000,bomberos,EMERGENCIA MEDICA Av. Matellini 100 Chorrillos SAMU-6
547526344230592512,2014-12-23 22:57:07 +0000,bomberos,EMERGENCIA MEDICA Av. Abel Bergasse Du Petit Thouars Cruce Con Av. Andres Aramburu Miraflores Miraflores AMB-28
547523578368122880,2014-12-23 22:46:08 +0000,bomberos,EMERGENCIA MEDICA Cl. Roma 300 San Isidro AMB-202
547517287100841985,2014-12-23 22:21:08 +0000,bomberos,EMERGENCIA MEDICA Martin . Oviedo 126 Pueblo Libre SAMU-83
547516547909312512,2014-12-23 22:18:12 +0000,bomberos,EMERGENCIA MEDICA Pista Nueva 700 San Juan De Miraflores SAMU-120
547515798819184640,2014-12-23 22:15:13 +0000,bomberos,INCENDIO Av. Zarumilla 100 San Martin De Porres M21-1
547515530933190656,2014-12-23 22:14:09 +0000,bomberos,EMERGENCIA MEDICA Av. Arriba Peru 000 Villa El Salvador AMB-160
547515033757175808,2014-12-23 22:12:11 +0000,bomberos,EMERGENCIA MEDICA Comite 21 Chancay AMB-80
547514269433360385,2014-12-23 22:09:08 +0000,bomberos,EMERGENCIA MEDICA Av. Ernesto Diez Canseco (progreso) 500 Miraflores AMB-4
547513761842864128,2014-12-23 22:07:07 +0000,bomberos,"ACCIDENTE VEHICULAR Jr. Cailloma Cruce Con Jr. Ocoa Lima Lima M3-2,SAMU-2,RES-10"
547512761019023361,2014-12-23 22:03:09 +0000,bomberos,EMERGENCIA MEDICA Av San Martin Con Calle Chiclayo Ica AMB-22
547512515165687808,2014-12-23 22:02:10 +0000,bomberos,EMERGENCIA MEDICA Cl. 1 De Mayo 3 Independencia AMB124-2
547509982527492096,2014-12-23 21:52:06 +0000,bomberos,EMERGENCIA MEDICA Jr. Camana 851 Lima SAMU-10
547509982187757569,2014-12-23 21:52:06 +0000,bomberos,EMERGENCIA MEDICA Jr. Manuel Cisneros 400 La Victoria AMB-8
547508479267979264,2014-12-23 21:46:08 +0000,bomberos,EMERGENCIA MEDICA Cl. Federico Blume 187 San Martin De Porres SAMU-161
547507969035079680,2014-12-23 21:44:06 +0000,bomberos,EMERGENCIA MEDICA Av. Tupac Amaru 1053 Comas AMB124-2
547507724033196032,2014-12-23 21:43:08 +0000,bomberos,EMERGENCIA MEDICA Av. Angamos Oeste 862 Miraflores SAMU-4
547504201643749376,2014-12-23 21:29:08 +0000,bomberos,EMERGENCIA MEDICA Recreacion Estadio Municipal Luis Galvez Chipoco Barranco AMB-28
547503710663114752,2014-12-23 21:27:11 +0000,bomberos,"INCENDIO Av. Los Olivos 000 San Martin De Porres M161-1,M65-1,MED-18,M168-3"
547503710314962945,2014-12-23 21:27:11 +0000,bomberos,EMERGENCIA MEDICA Rosa Toledo Pueblo Libre AMB-36
547502938055512064,2014-12-23 21:24:07 +0000,bomberos,EMERGENCIA MEDICA Av. Ariosto Matellini (colectora Residencial) Cruce Con Av. Paseo De La Republica Chorrillos Chorrillos AMB-6
547501680800313345,2014-12-23 21:19:07 +0000,bomberos,EMERGENCIA MEDICA Av. Republica De Venezuela 900 Brea SAMU-10
547500920129724417,2014-12-23 21:16:06 +0000,bomberos,EMERGENCIA MEDICA Jr. Abtao Cruce Con Jr. Sebastian Barranca La Victoria La Victoria AMB-8
547498952376197120,2014-12-23 21:08:16 +0000,bomberos,EMERGENCIA MEDICA Av. Caminos Del Inca 2300 Santiago De Surco SAMU-120
547498164157448193,2014-12-23 21:05:09 +0000,bomberos,EMERGENCIA MEDICA Prolg. Acomayo Ica AMB-193
547496144193191936,2014-12-23 20:57:07 +0000,bomberos,INCENDIO Urb Villa Rica Mz E Lote 27 Paradero Union Chaclacayo M32-1
547495387293315073,2014-12-23 20:54:06 +0000,bomberos,EMERGENCIA MEDICA Av. Saenz Pea Cruce Con Av. 2 De Mayo Callao Callao MED-18
547493118086758400,2014-12-23 20:45:05 +0000,bomberos,EMERGENCIA MEDICA Jr. Hipolito Unanue 1500 La Victoria AMB-8
547490372335964162,2014-12-23 20:34:11 +0000,bomberos,EMERGENCIA MEDICA Recreacion Estadio Dulanto Callao MED-18
547489344219799553,2014-12-23 20:30:06 +0000,bomberos,EMERGENCIA MEDICA Jr. Torre Tagle (jose Wagner) 1964 Pueblo Libre AMB-36
547488848796999680,2014-12-23 20:28:08 +0000,bomberos,"ACCIDENTE VEHICULAR Av. Universitaria Norte Cruce Con Av. Carlos Izaguirre Los Olivos Los Olivos M161-1,AMB124-2"
547485822887677952,2014-12-23 20:16:06 +0000,bomberos,INCENDIO Jr. De La Union 1199 Lima M14-1
547485311702679553,2014-12-23 20:14:04 +0000,bomberos,EMERGENCIA MEDICA Jr. Ismael Bielich Flores (26) Cruce Con Jr. Monte Cedro (5) Santiago De Surco Santiago De Surco AMB-28
547484064509612032,2014-12-23 20:09:07 +0000,bomberos,EMERGENCIA MEDICA Ah. Bocanegra Etapa Ii Sector C C21 Callao MED-15
547483301720883201,2014-12-23 20:06:05 +0000,bomberos,ACCIDENTE VEHICULAR Av. Alfonso Ugarte Cruce Con Jr. Quilca Lima Lima SAMU-21
547483053036417025,2014-12-23 20:05:06 +0000,bomberos,EMERGENCIA MEDICA Jr. Agustin Gamarra Cruce Con Jr. Humboldt La Victoria La Victoria SAMU-4
547482808873410561,2014-12-23 20:04:08 +0000,bomberos,ACCIDENTE VEHICULAR Ovalo Del Estadio Ica MED-171
547482062362796033,2014-12-23 20:01:10 +0000,bomberos,EMERGENCIA MEDICA Jr. Antonio Raymondi 357 La Victoria AMB-8
547481286487846914,2014-12-23 19:58:05 +0000,bomberos,EMERGENCIA MEDICA Parque De La Bandera Ur. Pando Etapa I San Miguel MED-15
547480282929332224,2014-12-23 19:54:05 +0000,bomberos,EMERGENCIA MEDICA Cl. Federico Recavarren (republica) 598 Miraflores AMB-28
547480030520303616,2014-12-23 19:53:05 +0000,bomberos,"RESCATE Cl. Rio Chamaya 100 San Miguel SAMU-83,RES-83"
547479535177203712,2014-12-23 19:51:07 +0000,bomberos,EMERGENCIA MEDICA Cl. Sicuani 178 Independencia SAMU-161
547478518301741057,2014-12-23 19:47:05 +0000,bomberos,EMERGENCIA MEDICA Cl. Libertad 200 Lurigancho
547476763543339010,2014-12-23 19:40:06 +0000,bomberos,EMERGENCIA MEDICA Cl. Arana 205 Pueblo Libre AMB-36
547473243586969601,2014-12-23 19:26:07 +0000,bomberos,EMERGENCIA MEDICA Jr. Centenario 200 Brea AMB-202
547471728721813505,2014-12-23 19:20:06 +0000,bomberos,EMERGENCIA MEDICA Av. Tupac Amaru Km 17 1016 Carabayllo AMB124-2
547471728210087937,2014-12-23 19:20:06 +0000,bomberos,EMERGENCIA MEDICA Mc Lote 13 Riconnada De Chorrillos Chorrillos AMB-13
547470470527090688,2014-12-23 19:15:06 +0000,bomberos,EMERGENCIA MEDICA Ur. El Alamo B Callao MED-15
547470469088432128,2014-12-23 19:15:05 +0000,bomberos,EMERGENCIA MEDICA Jr. Cusco 400 Callao MED-18
547468955116638208,2014-12-23 19:09:05 +0000,bomberos,EMERGENCIA MEDICA Pj. Santa Rosa (tolomeo) 139 Chorrillos SAMU-6
547468209600102401,2014-12-23 19:06:07 +0000,bomberos,EMERGENCIA MEDICA Cl. Amay 100 Huacho AMB-20
547467698624819200,2014-12-23 19:04:05 +0000,bomberos,EMERGENCIA MEDICA Ovalo Santa Clara AMB-115
547466190155956224,2014-12-23 18:58:05 +0000,bomberos,EMERGENCIA MEDICA Av. Guardia Republicana (la Capilla) 687 Rimac AMB-8
